FuncId,Algorithm,Mean,Std,Best,Median,AvgRuntime,Rank
1,AE,7950739.64665444,744887.863929757,6420017.19144225,7898421.88754451,5.70082618,1
1,PSO,877666857.51966,1516982109.64735,212.607447248215,120931165.918595,0.716866023333333,4
1,GWO,12817904931.0548,1585822892.30593,10012247692.9904,13163175009.5419,1.06428091333333,5
1,HHO,13293474.0294266,5201620.1000425,5838844.49230671,13631020.0517078,0.894469496666667,2
1,WOA,22101335182.3435,7725531809.27017,10218214999.2001,22648390025.332,0.549011423333333,6
1,FAEAE,92927195.7655558,10514780.4256178,69871648.3286633,92400076.4508303,6.73943781666667,3
3,AE,316.551220539805,2.04010004911269,310.918256993057,316.306053001835,5.89408191333334,2
3,PSO,300.000000000001,3.91104430605089e-12,300,300.000000000001,0.881516926666667,1
3,GWO,91368.7418783145,3458.69850034557,83863.0518491856,92431.7292488748,1.23563994666667,5
3,HHO,7827.99729227346,2679.58245642042,3897.99521122505,7838.13930259423,1.10146489,4
3,WOA,97284.8034069962,20216.466413392,80778.5445589673,93530.8620237066,0.726446706666667,6
3,FAEAE,536.43111177941,36.6586342730102,471.180464498374,531.979967629215,6.79107062333333,3
4,AE,485.977114484675,29.4233274705967,401.686134964764,479.663741162742,5.62437916,1
4,PSO,750.084488392069,491.435810385725,460.04735726018,576.077114687311,0.747950196666667,4
4,GWO,1181.81216008408,203.302595194219,866.346044113224,1171.25648684988,1.04902339,5
4,HHO,511.657210088699,26.2814134814225,472.826921115777,510.996352087724,0.88832673,3
4,WOA,4976.89393350389,2381.97955466166,1345.81404875672,4495.41237045332,0.540992036666667,6
4,FAEAE,505.44113181232,23.999626518608,418.12722610136,519.695711746154,6.54667627,2
5,AE,675.112936894835,26.3851929815951,630.795776913436,676.64389937047,5.76321039666667,4
5,PSO,624.417558485328,33.5089642887084,559.697462775054,622.316546352993,0.748374443333333,2
5,GWO,831.487023556035,24.5169761091747,788.865272234969,831.441841436098,1.12476538,5
5,HHO,659.556782237749,32.5000429807753,574.87609252014,652.806176621389,0.96824875,3
5,WOA,867.012994054242,41.2684338027892,798.193468557111,867.372785513954,0.61407212,6
5,FAEAE,611.177700594835,13.6325456975212,584.849915873542,609.67398577137,6.65549760333333,1
6,AE,651.233389915581,6.95747699183123,630.178517458325,652.598373210534,6.72459838,4
6,PSO,621.266141052742,10.2859910720815,605.378457167524,621.236808605142,1.62891861,2
6,GWO,651.355081475938,7.81307156365712,637.776276904992,651.531147304385,2.04922420666667,5
6,HHO,631.462701775383,8.40009346055507,619.031215308949,630.853239909577,1.92019369333333,3
6,WOA,678.735938904482,10.3244024718359,654.820644774201,680.539588724723,1.54963166,6
6,FAEAE,604.464988267201,0.77991679965832,603.459875229515,604.44382802759,7.61508180666667,1
7,AE,894.018052703661,23.6806891878144,846.71727254971,895.599557877119,5.86282083666666,2
7,PSO,844.398910994144,37.8009570225499,797.980641941221,834.596403881288,0.82270803,1
7,GWO,1085.03816116897,28.1795521143539,1022.41935716512,1090.32889205103,1.21247531,5
7,HHO,909.8146256092,36.0440640179599,812.812085104073,913.09417701047,1.04386763,4
7,WOA,1364.43487620433,67.0721282009971,1172.92029073555,1375.42407157529,0.694314336666667,6
7,FAEAE,894.285214410377,10.9693386767177,870.835810281644,895.648206400291,6.69456631333333,3
8,AE,929.254701415634,17.7280814207542,902.801104282766,925.797194546979,5.77589484333333,3
8,PSO,914.205678361269,25.4194692542833,870.641982130728,911.435020465352,0.78189828,2
8,GWO,1031.89337056961,22.5536060617454,990.844720992347,1033.00303133291,1.15034893333333,5
8,HHO,940.13939222079,22.1008009069915,881.237427836653,941.720465294825,0.99304611,4
8,WOA,1081.5034646451,40.0109902420887,1004.76068251697,1079.27071020434,0.64077496,6
8,FAEAE,903.040003051749,11.5732205687567,882.763928604132,901.956853966944,6.66864318333333,1
9,AE,6530.2856212041,1316.67928204235,3641.30628360268,6917.98807903515,6.21527291666667,5
