SceneId,Algorithm,Mean,Std,Best,Median,FeasRatio,AvgRuntime,AvgViolation,AvgLength,AvgEnergy,AvgRisk,AvgSmoothness,Rank
4,FAEAE,313.714548235081,1.49037411406946,312.711278405877,313.005273476237,1,102.8670798,7.40148683083438e-15,144.432050610192,220.015951670439,31.0284865044035,0.258285448943083,1
