SceneId,FAEAE_Mean,FAEAE_Std,FAEAE_Best,FAEAE_Median,FAEAE_FeasRatio,FAEAE_AvgTime,FAEAE_AvgV,FAEAE_Rank,BestAlgByMean
4,313.714548235081,1.49037411406946,312.711278405877,313.005273476237,1,102.8670798,7.40148683083438e-15,1,FAEAE
