SceneId,AE_Mean,AE_Std,AE_Best,AE_Median,AE_FeasRatio,AE_AvgTime,AE_AvgV,AE_Rank,PSO_Mean,PSO_Std,PSO_Best,PSO_Median,PSO_FeasRatio,PSO_AvgTime,PSO_AvgV,PSO_Rank,GWO_Mean,GWO_Std,GWO_Best,GWO_Median,GWO_FeasRatio,GWO_AvgTime,GWO_AvgV,GWO_Rank,HHO_Mean,HHO_Std,HHO_Best,HHO_Median,HHO_FeasRatio,HHO_AvgTime,HHO_AvgV,HHO_Rank,WOA_Mean,WOA_Std,WOA_Best,WOA_Median,WOA_FeasRatio,WOA_AvgTime,WOA_AvgV,WOA_Rank,FAEAE_Mean,FAEAE_Std,FAEAE_Best,FAEAE_Median,FAEAE_FeasRatio,FAEAE_AvgTime,FAEAE_AvgV,FAEAE_Rank,BestAlgByMean
1,678.574174261765,433.930669586162,325.559958170284,441.766372453509,0.633333333333333,6.84208628666667,1.53333333333333,6,413.08853267313,213.153994463974,273.213812065299,331.440711927051,0.866666666666667,6.57865231333334,0.333333333333334,4,330.385979083144,16.5464464863791,310.763900884262,324.527722551243,1,6.77705163333333,0,2,378.377757257043,120.64582876455,296.277300327337,348.349012797252,0.933333333333333,8.34739901666667,0.166666666666667,3,609.236629897604,238.617557921799,322.247496945915,543.240623934963,0.766666666666667,6.48100542333333,0.633333333333333,5,305.89667169431,10.6439980780211,292.85082426231,302.059014110461,1,68.8041596966667,1.27305573490351e-15,1,FAEAE
2,2036.12589995049,706.079476330711,332.130992673799,2241.33079668976,0.1,6.79605849666667,9.66666666666667,6,731.83549098376,550.792453309972,299.929531615034,404.923166795245,0.633333333333333,6.71153247666667,2.06666666666668,4,360.364748134142,37.84508344634,309.06809257665,346.270217758926,1,6.94474988666667,0,2,416.59357479071,262.759767616982,294.476078594274,350.501736948688,0.933333333333333,8.45154167666667,0.366666666666667,3,1278.44053275568,697.247656688896,384.623589182107,1733.66015995323,0.466666666666667,6.69445007333333,4.16560071713863,5,310.177815541407,3.43873053628435,303.24452697524,310.605128590076,1,92.7574334733334,0,1,FAEAE
4,1631.5387192053,139.154580295512,1373.96274469154,1634.12753533266,0,7.56705838666667,7.3691883526008,6,1386.79955395067,560.008955151354,441.456149155464,1375.2377672633,0.0333333333333333,7.22105276666667,5.86666666666667,4,605.173108442133,371.499710468605,340.258114105643,351.933274192543,0.633333333333333,7.60059959666667,1.3,2,756.647265322646,391.047442750912,342.123606986413,580.442584033452,0.333333333333333,9.30845925333333,2.2,3,1563.6120014268,416.088871021986,355.567640692069,1615.76403974088,0.0666666666666667,7.18342553666667,6.37289380126058,5,316.300800118549,7.16309194469832,312.711278405877,314.983735559589,1,102.357730093333,7.63833440942108e-15,1,FAEAE
