paperScene,algName,runFile,feasible,bestFit,score,meanZ,maxZ,minZ,stdZ,pathLen,detourRatio,turnPenalty,lowAltFrac,highAltFrac
2,AE,scene2_AE_run022.mat,0,759.282101443196,1.8,30.3547284726073,37.5769221247825,12,6.3938496229619,199.131321663505,1.56278795360846,0.0507165519111155,0.654545454545455,0
2,PSO,scene2_PSO_run020.mat,1,307.108819200832,1.45,27.3566432481232,33.2430953861414,12,4.91258284190892,152.425717572875,1.19624111994568,0.0188657652719381,1,0
2,GWO,scene2_GWO_run002.mat,1,315.756335082231,2.47583782986183,13.9807869665527,18,12,1.06522744568802,164.734286507347,1.2928390990896,0.0122642788831686,1,0
2,HHO,scene2_HHO_run005.mat,1,319.67803221073,2.45,12.0920127751363,18,9.81064395851132,1.27190002926634,163.152532413307,1.28042545053303,0.0139143330667739,1,0
2,WOA,scene2_WOA_run013.mat,1,387.128185642226,0.589333122697461,30.7646560078055,32.6078005445453,12,4.03952284558811,158.58205748632,1.24455624071462,0.0345800905958334,1,0
2,FAEAE,scene2_FAEAE_run020.mat,1,309.540360297085,1.75,14.6120931635629,19.8179191234795,12,2.21088678676163,148.706554990034,1.16705303223843,0.0154831550326143,1,0
