Algorithm,BestFit,RepresentativeScore,MeanZ,MaxZ,Feasible,RunFile
FAEAE,312.711278405877,0,9.19083399123935,18,1,F:\MATLAB_Project\FAEAE_matlab\results_scene4_faeae_quick_smoke\run_records\scene4_FAEAE_run002.mat
