FuncId,Method,Mean,Std,Best,Median,AvgRuntime,Rank
17,AE+Init+AOS+Repair,2021.8543577626,70.049932033038,1893.58232235193,2022.30264017595,8.13487981666667,1
17,FAE-AE,2034.25355448756,72.4419170444765,1871.55850030076,2030.8657294404,7.31833050333333,2
18,Base-AE,100006.020533635,45149.9535489798,28759.847447693,90876.137095922,5.79335853,3
18,AE+Init,87624.7109053374,30901.7093101893,23736.7213019674,83892.0813897853,5.90082764333333,2
18,AE+Init+AOS,85608.591304045,35995.81454467,34295.1527196585,85646.1822835938,6.97798026666667,1
18,AE+Init+AOS+Repair,169511.925225815,46169.4310098972,45685.0579958125,162811.871848325,7.29537132333333,4
18,FAE-AE,222563.254297322,55396.1404042908,126710.592885514,220644.972106967,6.47822794333333,5
19,Base-AE,652149.727547478,448130.890413419,58038.7929936681,629217.154516306,9.07189541,3
19,AE+Init,326915.668556746,138081.758484957,26796.2031459119,320645.845536158,9.20302752,2
19,AE+Init+AOS,172979.988121576,40433.2525942486,58679.5016351344,173820.76537533,10.8320548766667,1
19,AE+Init+AOS+Repair,2329171.48560383,898070.814671123,477886.366667924,2163160.8112101,10.59392963,4
19,FAE-AE,3120905.8099023,1193673.56885378,864560.282475715,3161440.71852644,9.76618466,5
20,Base-AE,2487.9085099962,121.44767487192,2296.76183434534,2462.69980651301,6.82561988,4
20,AE+Init,2427.23334450857,118.962876296403,2284.11730960363,2410.24998836948,6.94323016333333,2
20,AE+Init+AOS,2580.53317796087,160.088069531974,2280.20645441026,2565.62014600932,7.98132290666667,5
20,AE+Init+AOS+Repair,2407.31774511961,43.1969120757264,2334.22914769979,2402.06355371,8.31690731333333,1
20,FAE-AE,2437.2081413834,47.8986735941011,2366.03544957875,2418.49259596278,7.49559772,3
21,Base-AE,2489.11862669406,25.8711682982006,2432.42055380374,2491.20905707206,6.74807786,4
21,AE+Init,2421.29708760302,21.3336612776398,2374.1352445389,2419.56750246148,6.90324090666666,1
21,AE+Init+AOS,2514.720686741,37.1902221909987,2430.34619435508,2513.58625669375,7.89243352333333,5
21,AE+Init+AOS+Repair,2443.9845530714,17.5794707769032,2407.06559361173,2446.0757812792,8.27257616666667,2
21,FAE-AE,2455.63411339844,11.1557217640515,2430.02708135866,2457.18127851494,7.44427971,3
22,Base-AE,2828.1606270518,1336.70511115067,2317.607704034,2318.35781359921,7.19413142333333,4
22,AE+Init,2314.28911486542,0.343712046290899,2313.5440635627,2314.39002649047,7.30783257,1
22,AE+Init+AOS,3590.2657700396,1898.61486658709,2302.24265641929,2302.89716938579,8.23386097666666,5
22,AE+Init+AOS+Repair,2372.47740805805,4.44758597011791,2364.86308098647,2372.16969347603,8.7061854,2
22,FAE-AE,2396.04315721795,6.96328824195366,2382.36008651881,2393.91377735242,7.93558696666667,3
23,Base-AE,3126.96918314425,87.7450316224474,2929.24108281362,3113.73040354234,7.46611089,4
23,AE+Init,2816.96894582997,53.0450646109906,2754.66837011261,2806.05064737221,7.60599509,3
23,AE+Init+AOS,3279.58987944799,220.732838923526,2904.04470642252,3258.94347176158,8.57870309333333,5
23,AE+Init+AOS+Repair,2790.51973643316,16.2761029248467,2757.38423723726,2788.06642223776,9.03814701,1
23,FAE-AE,2806.49601829344,16.5114517158573,2768.85376109324,2808.72477686413,8.23427422,2
24,Base-AE,3063.53619370385,64.0570002008911,2948.62304222191,3064.15338956174,7.29049498333333,4
24,AE+Init,2864.32483481149,82.9605453576296,2704.59949925473,2859.21926098391,7.38676977666667,1
24,AE+Init+AOS,3147.37277501501,94.384048430026,2986.1700122574,3129.96089390065,8.43736925666667,5
24,AE+Init+AOS+Repair,2927.14824840169,12.8134676856155,2900.36174736151,2927.02787787705,8.80473908333334,2
24,FAE-AE,2966.74901531666,11.2693414499877,2938.21631080141,2968.79648878798,7.99181534666667,3
25,Base-AE,2887.42508998375,4.85166147146061,2883.90623558348,2887.41395659685,7.31022165666667,1
25,AE+Init,2889.01296958497,5.40311256882672,2883.68787515206,2887.20897516562,7.40773311333333,2
25,AE+Init+AOS,2905.28762549048,22.8147773014735,2883.48372581179,2897.95602987844,8.50464049666667,5
25,AE+Init+AOS+Repair,2897.06705493159,2.25554010562841,2893.37306868922,2897.15047556968,8.78655763666667,3
25,FAE-AE,2904.69249638193,7.15026690350124,2899.29257412601,2903.01089002247,8.01844516333334,4
26,Base-AE,5385.43421703366,2080.42157392777,2859.32868800145,6692.04574481692,7.92909111,4
26,AE+Init,2990.58782107783,560.774097452456,2837.64506854981,2906.84379992526,8.07363670666667,1
26,AE+Init+AOS,5474.63685095697,2070.60180883339,2807.40259945355,6403.2394506261,8.98496555666667,5
26,AE+Init+AOS+Repair,3197.56343622616,516.158691460399,2999.88284759173,3074.83963598528,9.47193602666667,2
26,FAE-AE,3242.83073368608,459.533530445454,3025.65807963722,3156.83365448279,8.71445492,3
27,Base-AE,3556.75285108416,190.291625307787,3301.44535096678,3494.20335691782,8.28551112,4
27,AE+Init,3247.3513137766,39.5833152923771,3210.41716059749,3233.04276732151,8.43677824333333,3
27,AE+Init+AOS,3755.59816551966,285.410227698105,3356.12887003519,3662.1059107869,9.41205780333333,5
27,AE+Init+AOS+Repair,3217.02444974078,10.5273093716531,3200.0259271918,3218.18102068575,9.85511909,1
27,FAE-AE,3222.59083368098,12.9740197408724,3199.37663950209,3221.57647695345,9.07799806333333,2
28,Base-AE,3170.5602744011,46.5471794400764,3102.54960750024,3197.05544671076,7.78476304333333,3
28,AE+Init,3146.95733293423,49.261952860549,3101.09946144691,3113.8901729269,7.90997227666667,2
28,AE+Init+AOS,3100.22933752138,0.0183797790776384,3100.18855291753,3100.23023992761,8.97782872333333,1
28,AE+Init+AOS+Repair,3245.27131628935,17.388529447464,3221.15449735667,3238.00770449709,9.27342903333333,4
28,FAE-AE,3252.59480200849,16.9843350511893,3234.15694973242,3246.28805382772,8.51839701333333,5
29,Base-AE,4219.35409345079,178.922792160509,3866.13607379001,4182.71470356848,7.80741941,4
29,AE+Init,3831.72626029115,146.054904565167,3491.46472437494,3809.7492229127,7.94296782666667,3
29,AE+Init+AOS,4412.38091006993,287.247694827267,3936.30168898506,4358.46834706678,8.95341768666666,5
29,AE+Init+AOS+Repair,3661.2518550525,76.0109665804446,3521.19668448979,3652.18875010536,9.35499785,1
29,FAE-AE,3704.33181910302,62.1465932215549,3610.81161117336,3695.7393495673,8.53021021,2
30,Base-AE,2329387.56899633,1077744.95591474,727953.343221889,2257637.64161958,10.18717741,3
30,AE+Init,1425586.77747508,461938.342119034,520671.556367255,1462062.06146994,10.3017055533333,2
30,AE+Init+AOS,275374.887696377,203641.158890734,97882.3174713793,233377.41367897,11.3779219333333,1
30,AE+Init+AOS+Repair,4774946.67190093,1544128.01098388,1523176.12626366,4691793.97039963,11.8031231366667,4
30,FAE-AE,5919771.37670109,1836826.71458334,2938605.7738634,5586074.92059973,10.9209511166667,5
