algName,runFile,feasible,bestFit,score,meanZ,maxZ,minZ,stdZ,pathLen,detourRatio,turnPenalty,lowAltFrac,highAltFrac
AE,scene2_AE_run024.mat,1,310.851975094121,2.35618092489356,14.9783394209212,18,12,1.36660934048313,146.574245097858,1.15031860701082,0.0154227749498274,1,0
PSO,scene2_PSO_run017.mat,1,303.978582997972,1.08929552445176,11.1952213392062,18,9.23426798219718,1.93583469887235,148.284463225086,1.16374044474557,0.0191295238287067,1,0
GWO,scene2_GWO_run019.mat,1,296.511207696687,2.8669152215277,20.7341434019365,29.2374013500344,12,4.18641060920797,150.257409557681,1.17922418048307,0.0145450542514691,1,0
HHO,scene2_HHO_run009.mat,1,300.222478622816,1.89153520488556,22.283446600933,29.6478454731453,12,3.95197627989126,150.692090105206,1.18263556507925,0.0136958074155277,1,0
WOA,scene2_WOA_run017.mat,1,351.939948713877,2.03015682594505,29.2627036787218,32.4308027614585,12,4.34582427912858,153.467861030928,1.20441988975734,0.022247934328296,1,0
FAEAE,scene2_FAEAE_run029.mat,1,309.626576824262,-1,23.0403207175665,29.323117919065,12,4.79788490532306,148.606967434002,1.16627146642751,0.00996369350787818,1,0
